Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,0,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,102,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,114,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,187,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,129,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,243,,Official data
RA,Fertilizers archive,35,Cabo Verde,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,220,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,4997,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,980,F,FAO estimate
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,1350,F,FAO estimate
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,1550,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,1600,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,1650,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,4400,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,4000,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,5600,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,3464,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,3142,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,2300,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,2000,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,1400,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,100,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1976,1976,tonnes,100,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1977,1977,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1978,1978,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1979,1979,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1980,1980,tonnes,8100,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1981,1981,tonnes,19000,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1982,1982,tonnes,10900,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1983,1983,tonnes,4800,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1984,1984,tonnes,1700,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1985,1985,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1986,1986,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1987,1987,tonnes,600,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1988,1988,tonnes,100,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1989,1989,tonnes,300,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1990,1990,tonnes,4100,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1991,1991,tonnes,5700,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1992,1992,tonnes,11000,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1993,1993,tonnes,14600,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1994,1994,tonnes,10600,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1995,1995,tonnes,9800,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,7800,*,Unofficial figure
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,21900,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,7620,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,0,,Official data
RA,Fertilizers archive,115,Cambodia,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,0,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,3250,F,FAO estimate
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,3250,F,FAO estimate
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,5300,F,FAO estimate
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,6900,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,8500,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,12000,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,13212,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,17209,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,14349,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,20255,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,14900,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,12261,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,16180,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,16954,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,12500,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1976,1976,tonnes,13049,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1977,1977,tonnes,34000,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1978,1978,tonnes,35600,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1979,1979,tonnes,32608,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1980,1980,tonnes,32024,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1981,1981,tonnes,34966,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1982,1982,tonnes,33834,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1983,1983,tonnes,42669,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1984,1984,tonnes,48243,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1985,1985,tonnes,49100,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1986,1986,tonnes,45400,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1987,1987,tonnes,49800,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1988,1988,tonnes,36675,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1989,1989,tonnes,28600,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1990,1990,tonnes,21800,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1991,1991,tonnes,18100,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1992,1992,tonnes,20900,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1993,1993,tonnes,22304,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1994,1994,tonnes,30000,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1995,1995,tonnes,30000,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,34000,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,39190,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,39533,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,49510,*,Unofficial figure
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,46084,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,52502,,Official data
RA,Fertilizers archive,32,Cameroon,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,34899,*,Unofficial figure
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,401603,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,457626,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,499430,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,560038,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,693508,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,812258,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,886190,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,721630,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,728462,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,802120,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,879500,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,1015740,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,1208880,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,1239800,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,1307700,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1976,1976,tonnes,1335500,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1977,1977,tonnes,1624800,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1978,1978,tonnes,1794800,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1979,1979,tonnes,1807700,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1980,1980,tonnes,1938500,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1981,1981,tonnes,1945800,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1982,1982,tonnes,2063600,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1983,1983,tonnes,2339200,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1984,1984,tonnes,2468800,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1985,1985,tonnes,2324700,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1986,1986,tonnes,2160700,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1987,1987,tonnes,2221000,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1988,1988,tonnes,2130680,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1989,1989,tonnes,2166180,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1990,1990,tonnes,2073850,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1991,1991,tonnes,2173080,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1992,1992,tonnes,2261140,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1993,1993,tonnes,2359210,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1994,1994,tonnes,2394690,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1995,1995,tonnes,2567810,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,2696330,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,2726000,*,Unofficial figure
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,2649000,*,Unofficial figure
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,2689240,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,2445390,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,2474120,,Official data
RA,Fertilizers archive,33,Canada,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,2613760,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,307,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,320,F,FAO estimate
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,370,F,FAO estimate
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,400,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,800,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,1100,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,1300,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,1600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,1928,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,2223,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,2100,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,1813,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,1657,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,2930,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,1700,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1976,1976,tonnes,1600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1977,1977,tonnes,1700,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1978,1978,tonnes,1600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1979,1979,tonnes,100,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1980,1980,tonnes,1454,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1981,1981,tonnes,1256,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1982,1982,tonnes,700,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1983,1983,tonnes,453,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1984,1984,tonnes,1200,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1985,1985,tonnes,2900,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1986,1986,tonnes,676,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1987,1987,tonnes,811,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1988,1988,tonnes,577,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1989,1989,tonnes,768,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1990,1990,tonnes,940,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1991,1991,tonnes,900,,Official data
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1992,1992,tonnes,1100,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1993,1993,tonnes,1200,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1994,1994,tonnes,300,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1995,1995,tonnes,300,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,300,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,300,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,600,*,Unofficial figure
RA,Fertilizers archive,37,Central African Republic,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,600,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,171,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,139,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,162,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,77,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,463,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,480,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,1122,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,1400,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,1764,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,1908,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,2232,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,2465,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,4772,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,8900,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,5900,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1976,1976,tonnes,8100,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1977,1977,tonnes,7560,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1978,1978,tonnes,7000,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1979,1979,tonnes,0,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1980,1980,tonnes,900,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1981,1981,tonnes,4600,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1982,1982,tonnes,5400,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1983,1983,tonnes,5800,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1984,1984,tonnes,7000,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1985,1985,tonnes,7100,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1986,1986,tonnes,4200,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1987,1987,tonnes,5400,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1988,1988,tonnes,4877,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1989,1989,tonnes,4912,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1990,1990,tonnes,5800,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1991,1991,tonnes,8600,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1992,1992,tonnes,10076,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1993,1993,tonnes,5252,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1994,1994,tonnes,7000,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1995,1995,tonnes,8558,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1996,1996,tonnes,11900,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1997,1997,tonnes,7850,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1998,1998,tonnes,16820,,Official data
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,1999,1999,tonnes,17500,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,2000,2000,tonnes,17500,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,2001,2001,tonnes,17500,*,Unofficial figure
RA,Fertilizers archive,39,Chad,5157,Consumption,1818,Total Fertilizers,2002,2002,tonnes,17500,*,Unofficial figure
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1961,1961,tonnes,46248,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1962,1962,tonnes,67486,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1963,1963,tonnes,81533,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1964,1964,tonnes,83927,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1965,1965,tonnes,87286,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1966,1966,tonnes,111596,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1967,1967,tonnes,98431,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1968,1968,tonnes,99416,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1969,1969,tonnes,106273,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1970,1970,tonnes,129487,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1971,1971,tonnes,128205,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1972,1972,tonnes,126579,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1973,1973,tonnes,171280,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1974,1974,tonnes,158785,,Official data
RA,Fertilizers archive,40,Chile,5157,Consumption,1818,Total Fertilizers,1975,1975,tonnes,90559,,Official data
